ra,dec,dered_u,err_u,dered_r,err_r,deVRad_r,deVRadErr_r,z,veldisp,veldisperr,lgm_tot_p50,lgm_tot_p16,lgm_tot_p84
239.50114719,27.30062165,19.463293,0.051962,16.39068,4.101239E-3,2.055914,0.041319,0.090147,201.662079,9.110304,11.036855,10.945385,11.12078
239.54468876,27.35850226,20.066084,0.081312,17.274307,6.291335E-3,2.284805,0.059383,0.097167,128.236923,11.953203,10.533143,10.437166,10.62984
239.57987169,27.37900947,19.815239,0.063973,17.063086,5.511637E-3,1.784142,0.038722,0.090419,92.798111,8.061323,10.551265,10.452592,10.653626
239.5426915,27.3175313,19.379299,0.042012,16.416964,3.95242E-3,1.41649,0.018636,0.08837,262.729828,11.195863,10.978049,10.888351,11.062074
239.56961909,27.34831396,19.974909,0.078003,16.988949,5.473983E-3,2.223261,0.046724,0.090318,152.826019,12.556263,10.756544,10.665597,10.849356
239.58702318,27.33373779,18.361273,0.028073,15.328819,2.805241E-3,3.18116,0.037121,0.08953,273.131531,7.798363,11.454694,11.374156,11.535131
239.58877161,27.33556274,24.549267,2.026257,18.443378,0.014902,2.036399,0.189386,0.08845,62.767487,17.592512,10.108908,9.936103,10.29381
239.63191361,27.3861413,19.657862,0.054828,16.756914,4.65953E-3,1.513433,0.030779,0.092203,156.963013,9.385778,10.839052,10.748645,10.931141
239.60794022,27.3347468,19.83601,0.059518,16.926245,4.954293E-3,1.682256,0.044581,0.090478,185.628448,9.934056,10.750258,10.658542,10.844219
239.63135331,27.36213813,18.894196,0.033503,16.127193,3.625947E-3,2.197923,0.025189,0.100052,161.745911,6.585032,11.042769,10.948542,11.137379
239.61100334,27.3199272,19.940926,0.069213,16.953802,5.167335E-3,1.716009,0.031464,0.092656,179.033005,11.253314,10.763915,10.674549,10.850096
239.71018618,27.38998454,16.853119,0.010847,15.49827,3.903047E-3,4.081794,0.061427,0.093527,225.886093,20.003908,10.78568,10.706209,10.915116
239.68327921,27.35010023,20.184216,0.062671,17.308699,5.520786E-3,0.788672,0.020411,0.09189,252.112473,12.91131,10.593206,10.504142,10.679238
239.68162374,27.3352713,19.420658,0.066349,16.469404,4.749527E-3,3.352996,0.056585,0.094588,104.134598,9.720833,10.94369,10.842349,11.046115
239.68197313,27.31626563,19.608562,0.064325,16.837421,5.291228E-3,2.328124,0.052803,0.064551,62.645077,9.097373,10.430761,10.337816,10.517517
239.70463417,27.33125913,20.226471,0.08368,17.605488,7.21897E-3,1.951481,0.070068,0.089044,96.825996,11.64052,10.386004,10.296696,10.473704
239.66359019,27.27164561,19.222717,0.042879,16.34491,3.963941E-3,1.959564,0.033938,0.089237,233.933014,11.237344,10.954913,10.863733,11.045444
239.67269032,27.25288535,19.957888,0.074354,17.081203,5.655523E-3,2.646584,0.049919,0.088457,165.89563,16.551453,10.604975,10.509079,10.698352
239.69569611,27.26469232,18.330414,0.023469,17.563093,7.677883E-3,2.618128,0.112933,0.081564,623.700317,49.530621,9.367602,9.234178,9.560317
239.7358909,27.3065275,19.701778,0.049353,17.028315,5.038615E-3,1.693157,0.043878,0.09761,133.333832,8.086663,10.589123,10.483272,10.70601
239.73216393,27.27784488,19.357861,0.060425,16.45241,4.59054E-3,3.360502,0.053982,0.093801,142.644073,8.750031,10.992066,10.904968,11.076239
239.81114979,27.28997446,18.617674,0.031009,15.86354,3.374754E-3,2.858812,0.033989,0.091912,201.221344,7.512938,11.100157,11.007756,11.196799
239.28953656,27.04692165,19.866478,0.078064,17.691887,8.312722E-3,6.440021,0.203064,0.102962,50.036354,30.040659,10.387547,10.287991,10.489678
239.69333385,27.21310781,19.736589,0.056303,16.921385,4.672363E-3,1.165042,0.022626,0.087609,292.066742,15.1814,10.769692,10.680949,10.854983
239.6888297,27.19781119,18.373795,0.036277,15.550065,3.099138E-3,4.073953,0.059992,0.087219,271.765778,10.732154,11.27438,11.187016,11.36025
239.73166732,27.17341911,20.279043,0.098436,17.524185,6.793839E-3,2.323947,0.065845,0.088677,115.735954,11.086411,10.459654,10.367291,10.543642
239.78803631,27.18978852,20.238953,0.207074,17.03841,8.103314E-3,7.240051,0.260125,0.173987,208.425735,21.958536,11.301819,11.211134,11.39109
239.81196798,27.17299655,20.193451,0.114755,17.324764,6.860042E-3,2.875193,0.086605,0.090863,124.724304,11.254705,10.582307,10.493537,10.669076
239.80177268,27.09971808,18.503811,0.041795,15.825936,3.578151E-3,5.371829,0.071377,0.086508,200.731506,10.827011,11.145401,11.056399,11.235594
239.91834115,27.15653093,20.013561,0.08346,17.256952,5.975239E-3,2.384958,0.064393,0.089462,165.028625,11.364106,10.508011,10.415095,10.598884
239.87439072,27.06430471,20.175175,0.084137,17.547604,6.628446E-3,1.481044,0.04401,0.0917,136.766479,15.150062,10.436172,10.346298,10.522418
